Date,Open,High,Low,Close,Volume,EMA_20,EMA_50,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_mid,BB_width,ATR,Return,Log_Return,Vol_MA20,Vol_ratio
2012-12-10,11.167,11.625,11.14,11.543,13752406.0,11.154855284006398,11.087904094996663,65.60798543926894,0.0793948487823215,0.04897320395211874,0.030421644830202765,11.603574861196055,10.558225138803945,11.0809,0.09433797998201199,0.29778571428571393,0.03441168563491348,0.033832845429210945,12309184.5,1.1172475317109756
2012-12-11,11.58,11.962,11.553,11.813,21865911.0,11.217535733148646,11.116339228526206,73.02127655224265,0.12162846007211492,0.06350425517611798,0.05812420489599694,11.735270823887765,10.502929176112234,11.1191,0.11083106076610948,0.31035714285714266,0.023390799618816738,0.02312142733360786,12535304.95,1.744346155695239
2012-12-12,11.876,11.915,11.644,11.69,10693225.0,11.262532329991632,11.138835729368317,65.08302578823049,0.14351942663737027,0.07950728946836844,0.06401213716900184,11.817072832949654,10.492527167050346,11.1548,0.11874221553837214,0.305285714285714,-0.010412257682214654,-0.010466844482405981,12406933.35,0.8618749451088169
2012-12-13,11.671,11.924,11.59,11.699,10113777.0,11.304100679516239,11.160802955667599,63.98667931037991,0.15975286851456616,0.09555640527760798,0.06419646323695818,11.87401116761108,10.53478883238892,11.2044,0.11952646596071258,0.313285714285714,0.0007698887938409893,0.0007695925814875126,12078153.2,0.8373612118117528
2012-12-14,11.748,11.876,11.662,11.757,9066922.0,11.34723394813374,11.184183231915927,61.63203239417897,0.17527761222445548,0.11150064666697748,0.063776965557478,11.932318311601042,10.576781688398958,11.25455,0.12044343160677594,0.3124999999999996,0.004957688691341167,0.004945439820139668,11902658.75,0.7617560236279143
2012-12-17,11.728,11.795,11.534,11.699,11920085.0,11.380735476882908,11.204372124781969,58.79676436687789,0.18081662667266407,0.1253638426681148,0.05545278400454928,11.931965463038132,10.691334536961868,11.31165,0.10967727308264455,0.30564285714285677,-0.0049332312664794875,-0.004945439820139585,11657165.05,1.022554364536513
2012-12-18,11.709,11.859,11.671,11.728,11149356.0,11.413808288608344,11.224906551261107,57.307490790869295,0.18540911233239754,0.13737289660097135,0.04803621573142619,11.96305171523281,10.74754828476719,11.3553,0.10704282849901951,0.29492857142857104,0.0024788443456704723,0.002475777078831123,11670168.45,0.9553723279804073
2012-12-19,11.795,11.952,11.767,11.813,12276797.0,11.45182654683612,11.247969039446946,65.90273890874016,0.19367491605632026,0.14863330049204115,0.0450416155642791,11.974279642513624,10.84452035748638,11.409400000000002,0.09902004356209286,0.2881428571428568,0.007247612551159799,0.00722147482208738,11832825.85,1.0375202978247162
2012-12-20,11.859,11.866,11.671,11.805,8951040.0,11.485462113804108,11.269813390841184,68.18970497659589,0.19730567491630246,0.15836777537689342,0.03893789953940904,12.010396194594394,10.885303805405607,11.44785,0.09827979831837057,0.2873571428571426,-0.0006772200118514426,-0.0006774494289067301,11715052.45,0.7640631604683938
2012-12-21,11.644,11.644,11.4,11.534,12374698.0,11.490084769632288,11.280173650023883,65.6458796815678,0.17628355522066208,0.16195093134564717,0.01433262387501491,12.009600835328522,10.928399164671477,11.469,0.09427166018376645,0.28964285714285687,-0.02295637441761955,-0.023223975344255257,11963074.8,1.0344078096042666
2012-12-24,11.524,11.562,11.4,11.439,3414265.0,11.485219553476833,11.286402134336672,54.50479228351008,0.15022595653922544,0.15960593638436282,-0.009379979845137387,12.010908358033129,10.941191641966869,11.476049999999999,0.09321297101850715,0.2732142857142854,-0.008236518120339875,-0.008270625649684511,11645720.9,0.29317764261377754
2012-12-26,11.41,11.598,11.383,11.429,5267336.0,11.479865310288563,11.29199420749994,59.07202210339277,0.12730076148637082,0.15314490140476442,-0.0258441399183936,12.012099751380884,10.947800248619114,11.479949999999999,0.09270941970587844,0.26792857142857124,-0.00087420229041002,-0.0008745846280755149,11304819.2,0.46593721728871174
2012-12-27,11.41,11.467,11.224,11.356,8026567.0,11.468068614070607,11.294504238578375,55.70380248299842,0.10206534357901909,0.14292898983961536,-0.04086364626059627,12.01020662244624,10.940393377553761,11.4753,0.09322747508850808,0.2737857142857142,-0.006387260477732082,-0.006407746304736128,11298074.45,0.7104367240207026
2012-12-28,11.253,11.477,11.234,11.298,5906093.0,11.45187160320674,11.294641327261576,54.53951660590766,0.07650408631737271,0.12964400913516683,-0.053139922817794116,12.008517919733062,10.947482080266937,11.478,0.09244082936547146,0.275642857142857,-0.005107432194434658,-0.005120519707654392,10939198.85,0.539901786317743
2012-12-31,11.262,11.496,11.234,11.449,8744102.0,11.45159811718705,11.300694608545436,46.37904463410583,0.0676512028637486,0.11724544788088319,-0.049594245017134594,12.003158512045243,10.980141487954757,11.49165,0.08902264027198734,0.2597142857142857,0.01336519738006725,0.013276671038604916,10759919.95,0.8126549305787355
2013-01-02,11.728,11.886,11.681,11.876,12819845.0,11.492017344121617,11.323255604288752,52.16494840341512,0.09400690724778826,0.11259773975426421,-0.018590832506475946,12.013598317138863,11.06010168286114,11.536850000000001,0.08264791812925176,0.26099999999999984,0.03729583369726619,0.036617166959838125,10876997.25,1.178619862205077
