Date,Open,High,Low,Close,Volume,EMA_20,EMA_50,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_mid,BB_width,ATR,Return,Log_Return,Vol_MA20,Vol_ratio
2012-12-10,34.43,34.8,34.18,34.57,929751.0,33.09830870147506,32.18649173002167,65.13761466216648,0.7774599662831818,0.6442216415622096,0.1332383247209722,35.205247879643245,30.520152120356762,32.862700000000004,0.14256575872561372,1.1452857142857134,0.01170617500731641,0.011638187806332754,975521.3,0.9530811884886571
2012-12-11,34.6,35.5,34.46,35.28,1572310.0,33.30608882514411,32.30780577982475,68.74999998416942,0.8539877340003699,0.6861748600498417,0.16781287395052813,35.492818551929645,30.65358144807036,33.0732,0.1463189864858754,1.1345714285714277,0.020538038761932276,0.020329977205057352,1026342.0,1.531955235194506
2012-12-12,35.21,35.8,34.95,35.26,2063877.0,33.49217560370181,32.42357810218456,75.04488328454886,0.9026178912260789,0.7294634662850892,0.17315442494098976,35.760118680925714,30.75088131907428,33.2555,0.1506288391946105,1.1107142857142844,-0.0005668934240363743,-0.0005670541688664777,1079622.7,1.9116650659531336
2012-12-13,35.26,35.3,32.75,33.61,2151224.0,33.50339697477783,32.470104451118495,60.75581394112524,0.7988082663604601,0.7433324263001634,0.05547584006029671,35.71363566566445,31.020364334335564,33.367000000000004,0.14065607730137014,1.2121428571428559,-0.046795235394214374,-0.04792553523270984,1143618.15,1.8810684318012967
2012-12-14,33.78,34.4,33.59,33.81,1022943.0,33.53259726289423,32.52264937460404,61.09510085222864,0.7243271270342859,0.7395313664469879,-0.015204239412701992,35.53842482550662,31.49457517449338,33.5165,0.12065250402044278,1.22142857142857,0.005950609937518614,0.005932974982780348,1145568.25,0.8929568360505802
2012-12-17,33.77,34.5,33.75,34.4,824809.0,33.615207047380494,32.59627096775683,65.1821862225027,0.7047840449179432,0.732581902141179,-0.0277978572232358,35.539706973838,31.749293026162004,33.6445,0.11266073051062524,1.1935714285714274,0.017450458444247197,0.017299947659557977,1141378.7,0.7226427127122663
2012-12-18,34.26,35.07,34.26,34.59,1554336.0,33.70804447143949,32.67445642000166,60.55045870263448,0.6965974814943934,0.725385018011822,-0.028787536517428602,35.63591812689835,31.820081873101635,33.727999999999994,0.11313556255293539,1.0814285714285705,0.00552325581395352,0.005508058569724713,1149477.1,1.352211366368238
2012-12-19,34.85,35.26,34.52,34.61,1298731.0,33.793944997969064,32.75036008980552,57.565789460428945,0.6838405160600587,0.7170761176214693,-0.03323560156141059,35.72293574207291,31.894064257927077,33.808499999999995,0.1132517409566976,1.053571428571427,0.0005782017924254035,0.0005780346981753823,1168292.3,1.1116490282440448
2012-12-20,34.51,34.788,34.05,34.43,921194.0,33.85452166482915,32.81622832157785,54.97553016688976,0.6516937138985668,0.7039996368768888,-0.05230592297832204,35.73099156580243,32.082008434197576,33.9065,0.10761898549228285,1.0155714285714268,-0.00520080901473563,-0.005214380296820496,1166195.35,0.7899139711026972
2012-12-21,33.93,34.17,33.58,34.0,1492306.0,33.86837674436923,32.862650740339504,44.618055544710906,0.5847787695965607,0.6801554634208232,-0.0953766938242625,35.621539229770335,32.378460770229665,34.0,0.09538466057444502,0.9691428571428554,-0.012489108335753674,-0.012567752734270974,1219300.05,1.2239038290862039
