Date,Open,High,Low,Close,Volume,EMA_20,EMA_50,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_mid,BB_width,ATR,Return,Log_Return,Vol_MA20,Vol_ratio
2012-12-10,23.373,23.735,23.339,23.707,53447936.0,23.738286047975365,24.087969653310683,52.59593677380522,-0.23814777065873116,-0.2418854806612842,0.0037377100025530463,24.433229388767288,22.92587061123271,23.67955,0.06365656347051409,0.441142857142857,0.018560687432867873,0.018390540017964557,71185456.7,0.7508266221462621
2012-12-11,23.802,24.192,23.802,24.044,59403454.0,23.7674016624539,24.086245353180853,56.96169770192898,-0.1847314189085445,-0.2304546683107363,0.0457232494021918,24.28444302225244,23.01605697774756,23.65025,0.05363097829830621,0.45449999999999974,0.014215210697262393,0.01411512199582026,70655399.45,0.840748965576756
2012-12-12,24.226,24.306,23.83,23.97,49947407.0,23.786696742220194,24.081686711879644,53.406652340458834,-0.14667893341869842,-0.21369952133232872,0.0670205879136303,24.301705118797546,23.01179488120245,23.65675,0.054526096678099996,0.45699999999999974,-0.0030776909000167496,-0.0030824367306227355,65670899.5,0.760571385199315
2012-12-13,24.044,24.217,23.716,23.857,51225019.0,23.793392290580172,24.07287546827652,41.86046509786153,-0.12420842275379229,-0.19580130161662146,0.07159287886282917,24.319394623598924,23.01780537640108,23.6686,0.054992236431066766,0.4411428571428568,-0.004714226115978271,-0.004725373126731536,63908817.95,0.8015328814261068
2012-12-14,23.857,23.875,23.497,23.592,47804522.0,23.774212072429677,24.05401760677548,41.96597351646113,-0.1263274423439178,-0.18190652976208074,0.05557908741816295,24.319754578914775,23.030545421085222,23.67515,0.05445410727383388,0.4349999999999997,-0.01110785094521527,-0.011170003806586329,63404288.35,0.7539635448017767
2012-12-17,23.574,23.952,23.48,23.84,47780662.0,23.78047758934114,24.045624759450952,50.15873013643742,-0.10676453812143905,-0.16687813143395241,0.06011359331251337,24.328535344591693,23.071864655408312,23.700200000000002,0.05302363225534291,0.44671428571428556,0.010512037978976041,0.010457170684174007,62151960.45,0.7687715987404545
2012-12-18,23.98,24.316,23.885,24.251,57373098.0,23.825289247499125,24.053678690452877,52.63951732316884,-0.05743446172922262,-0.14498939749300646,0.08755493576378384,24.404795811200028,23.06840418879997,23.7366,0.05630088649572507,0.44171428571428556,0.017239932885906084,0.01709301144951891,61772549.5,0.9287798296231888
2012-12-19,24.35,24.401,23.98,24.035,60818954.0,23.845261700118254,24.052946192788056,55.02995897917312,-0.03536178692929326,-0.12306387538026382,0.08770208845097056,24.434682880609483,23.091417119390517,23.76305,0.05652749799429421,0.44049999999999984,-0.008906849202094835,-0.008946752300743937,62139699.0,0.9787455520182033
2012-12-20,24.092,24.359,23.894,24.359,59779250.0,23.89418915724985,24.0649483028748,64.75743346145211,0.008180756425971936,-0.09681494901901667,0.10499570544498861,24.51703263842441,23.073367361575592,23.7952,0.060670440964679925,0.43350000000000016,0.01348034116912844,0.01339028975004109,61359055.6,0.9742530978589572
2012-12-21,24.13,24.192,23.76,24.156,112248518.0,23.919123523226055,24.068518957664022,63.81863044745638,0.026008324508577374,-0.07225029431349787,0.09825861882207525,24.475025574797524,23.093474425202476,23.78425,0.05808680742883374,0.4499285714285716,-0.008333675438236487,-0.008368594650310387,63684808.35,1.7625634889737405
